,orig,pred
17160,6245.0,6359.750028906515
17161,6223.0,6265.599040098717
17162,6143.0,6234.4746365701085
17163,6155.0,6167.511495071854
17164,6116.0,6158.187372465393
17165,6074.0,6122.342956401514
17166,6232.0,6084.039470699834
17167,6201.0,6183.832447165368
17168,6093.0,6180.172420274839
17169,6127.0,6115.192594598686
17170,6141.0,6132.33839009869
17171,6105.0,6135.4056474521685
17172,6132.0,6106.831719006381
17173,6332.0,6121.943488885206
17174,6479.0,6259.662248795495
17175,6262.0,6392.058034102308
17176,6173.0,6285.742992236049
17177,5865.0,6223.975635627954
17178,5862.0,5973.25482060925
17179,5783.0,5913.122332411522
17180,5926.0,5811.929355324054
17181,5790.0,5875.62351915437
17182,5964.0,5793.963459991085
17183,5663.0,5912.3522702266255
17184,5484.0,5721.062569741236
17185,5971.0,5566.002601202931
17186,6181.0,5848.083971303282
17187,6003.0,6023.7606182802165
17188,5895.0,5980.604105448859
17189,5759.0,5937.057706456819
17190,5892.0,5829.895281705475
17191,5676.0,5886.004774453787
17192,6078.0,5718.839014021006
17193,6129.0,5955.9615289156945
17194,6518.0,6041.473935582291
17195,6669.0,6347.486369364704
17196,6385.0,6551.994858540059
17197,6666.0,6424.997614382652
17198,6946.0,6631.811045110673
17199,6689.0,6837.891679334247
17200,6636.0,6705.517877349001
17201,6651.0,6672.198173678205
17202,6639.0,6670.312813658979
17203,6437.0,6644.196651462656
17204,6553.0,6488.639110958881
17205,6497.0,6540.348002533004
17206,6434.0,6497.135487635287
17207,5963.0,6446.385825103321
17208,6143.0,6089.3084951537885
17209,6373.0,6159.463080328179
17210,6224.0,6284.328179180411
17211,6295.0,6205.5697511762155
17212,6266.0,6270.832013071442
17213,6110.0,6267.160399867096
17214,6061.0,6156.210205146565
17215,6110.0,6098.584656214807
17216,6296.0,6105.520826682425
17217,6244.0,6220.181730606002
17218,6270.0,6214.1773310232375
17219,6462.0,6252.903116478956
17220,6285.0,6399.840590957186
17221,6322.0,6305.258738549336
17222,6480.0,6328.1737417135855
17223,6207.0,6433.061841646648
17224,6439.0,6254.649285805699
17225,6363.0,6397.027973393727
17226,6227.0,6357.89227259535
17227,6156.0,6256.313184731439
17228,6448.0,6194.618912831514
17229,6308.0,6367.155272360995
17230,6357.0,6297.734486525164
17231,6357.0,6339.865949093643
17232,6086.0,6352.408231675282
17233,6315.0,6157.354657508366
17234,6398.0,6285.985158670337
17235,6496.0,6343.655981799667
17236,6430.0,6430.486571145891
17237,6376.0,6421.667792229334
17238,6267.0,6396.83808725709
17239,6217.0,6312.454050588796
17240,6292.0,6251.1250565779565
17241,6291.0,6276.876837546435
17242,6079.0,6271.175813447035
17243,6337.0,6124.882634346976
17244,6483.0,6282.553965813104
17245,6355.0,6399.841353354305
17246,6583.0,6349.093157511222
17247,7342.0,6521.286811697835
17248,7347.0,7029.0052605229685
17249,7123.0,7195.801402937718
17250,6956.0,7142.8644339876655
17251,7306.0,7046.619690126348
17252,7319.0,7258.718442469196
17253,7268.0,7275.314303503471
17254,7111.0,7252.62139625662
17255,7189.0,7154.481793916988
17256,7274.0,7193.118035111041
17257,6939.0,7244.7881429261415
17258,6715.0,7010.0676981967135
17259,7003.0,6815.367767705193
17260,6998.0,6959.913949045039
17261,6856.0,6955.65242488295
17262,7061.0,6869.6402406902625
17263,7351.0,7011.307919817479
17264,7104.0,7228.004974206196
17265,6896.0,7115.8916952001755
17266,6891.0,6974.542236432107
17267,7236.0,6941.5278628477445
17268,7039.0,7137.776611678603
17269,6635.0,7032.7486263216615
17270,6931.0,6743.175154809009
17271,6812.0,6910.854168198925
17272,6799.0,6820.776734894369
17273,6637.0,6798.003538490747
17274,6596.0,6680.3490233420025
17275,6321.0,6628.38050466372
17276,6588.0,6406.0463402267005
17277,6689.0,6541.670815624567
17278,6700.0,6615.429852756141
17279,6554.0,6652.834479411689
17280,6274.0,6581.674407165307
17281,6600.0,6371.169537293782
17282,6644.0,6554.254714398778
17283,6762.0,6587.623013908281
17284,6614.0,6688.748506627191
17285,6591.0,6627.047213074111
17286,6595.0,6616.0784281321085
17287,6615.0,6609.691161405292
17288,7570.0,6609.098485707717
17289,7547.0,7183.473733089787
17290,7740.0,7359.692904580236
17291,7797.0,7626.905160849224
17292,7790.0,7766.369854737916
17293,7706.0,7799.71501441339
17294,7202.0,7746.4161585654165
17295,7231.0,7350.078558710316
17296,7305.0,7300.038782436305
17297,7242.0,7293.0404287139445
17298,7028.0,7230.4737985079455
17299,6718.0,7076.652264041626
17300,6991.0,6827.03147010815
17301,6796.0,6961.877968907607
17302,6860.0,6817.820687346441
17303,6890.0,6843.225756490251
17304,6587.0,6868.230712477149
17305,6497.0,6656.909666432534
17306,6564.0,6562.80524005287
17307,6411.0,6569.216962286847
17308,6662.0,6441.558528478101
17309,6469.0,6588.355190267091
17310,6409.0,6481.410085816077
17311,6753.0,6436.7755813112935
17312,6759.0,6658.878041275166
17313,6590.0,6700.292817023934
17314,6433.0,6614.151320527359
17315,6623.0,6500.161046943826
17316,6678.0,6602.492473343644
17317,7182.0,6636.597756104108
17318,7838.0,6975.060742107661
17319,7385.0,7488.333350424039
17320,7151.0,7366.935997288874
17321,7258.0,7251.235101741489
17322,7365.0,7308.973500833743
17323,7051.0,7347.586219657321
17324,6998.0,7111.924685828424
17325,7060.0,7040.443142641319
17326,6865.0,7055.310690179277
17327,6923.0,6906.1124216439375
17328,6731.0,6923.1110952617355
17329,6798.0,6778.042327024229
17330,6543.0,6798.153085658788
17331,6672.0,6606.311035091789
17332,6425.0,6661.184604057899
17333,6786.0,6479.002126332153
17334,6594.0,6691.15157798123
17335,6522.0,6594.960763800579
17336,7119.0,6545.995876985425
17337,6929.0,6931.296392261071
17338,6933.0,6886.480113734268
17339,6749.0,6926.925726060038
17340,6444.0,6811.175187404972
17341,6983.0,6558.344791421392
17342,6780.0,6861.815998331902
17343,7042.0,6757.270669187846
17344,6592.0,6946.520375693461
17345,6555.0,6674.53704381595
17346,6455.0,6621.949290833517
17347,6504.0,6513.768480329561
17348,6465.0,6500.746756263999
17349,6691.0,6459.4522558511035
17350,6808.0,6605.044976945143
17351,6604.0,6725.188821178243
17352,6624.0,6627.272299880617
17353,6456.0,6646.3726166820725
17354,6431.0,6514.808652976762
17355,6607.0,6463.305763650481
17356,6435.0,6555.656568534239
17357,6471.0,6447.292887222877
17358,6898.0,6467.860086610087
17359,6522.0,6751.573005457287
17360,6472.0,6553.07359461525
17361,6391.0,6517.929675860772
17362,6471.0,6442.041496566771
17363,6184.0,6462.738654469218
17364,6291.0,6247.393903721906
17365,6618.0,6286.982506000851
17366,6543.0,6494.845858136946
17367,6348.0,6495.013645420209
17368,6078.0,6390.070246448951
17369,6154.0,6182.53285319172
17370,6132.0,6187.720953834823
17371,5932.0,6136.428129633461
17372,6004.0,5974.967918797095
17373,6102.0,5998.942647008388
17374,6030.0,6059.09481889444
17375,5862.0,6023.349169674773
17376,5639.0,5908.269788415972
17377,5958.0,5724.533815849057
17378,5908.0,5896.97110931566
17379,5974.0,5873.534301202089
17380,5830.0,5931.244560891734
17381,6114.0,5855.050069377282
17382,6033.0,6043.196245083639
17383,6247.0,6019.058212813916
17384,6350.0,6174.525259467173
17385,6450.0,6284.639373216297
17386,6136.0,6390.2696617521815
17387,6568.0,6201.733960456924
17388,7336.0,6478.212866824194
17389,7336.0,6984.904887386356
17390,7308.0,7160.783493661405
17391,7135.0,7270.172630340926
17392,7281.0,7200.674159504074
17393,7045.0,7292.135798579295
17394,7132.0,7108.462089348175
17395,6794.0,7129.001711607982
17396,6891.0,6874.2098742750395
17397,6759.0,6898.742983489564
17398,6707.0,6788.720877785957
17399,6701.0,6726.803541116141
17400,6837.0,6706.506737518561
17401,6818.0,6787.740900248875
17402,6715.0,6793.107812571311
17403,6815.0,6733.7368096285745
17404,6649.0,6799.987814230413
17405,6697.0,6684.709559141298
17406,6751.0,6699.59543529163
17407,6415.0,6728.684927902542
17408,6439.0,6489.939069568126
17409,6190.0,6473.462352737281
17410,6568.0,6265.859377382578
17411,6577.0,6472.433078144092
17412,6600.0,6508.569573928147
17413,6926.0,6558.2747588546135
17414,6481.0,6812.467007699934
17415,6326.0,6551.432448977178
17416,6359.0,6420.125226652247
17417,6555.0,6397.657452554521
17418,6164.0,6491.105272424856
17419,6135.0,6225.746900055536
17420,6182.0,6178.605341233882
17421,6368.0,6185.043723669632
17422,6261.0,6294.74133283195
17423,6402.0,6248.429985046619
17424,6270.0,6356.873853000624
17425,6455.0,6289.694132681292
17426,6174.0,6412.396597199316
17427,6244.0,6228.928771927615
17428,6345.0,6253.562809820241
17429,6218.0,6312.232906907762
17430,6265.0,6227.490535689711
17431,6193.0,6256.6062810902495
17432,6238.0,6206.519538317623
17433,6257.0,6229.437198298562
17434,6250.0,6241.570385387639
17435,6384.0,6240.080557266549
17436,6090.0,6336.081447358173
17437,6150.0,6146.452148208582
17438,6235.0,6167.858094819454
17439,6075.0,6211.473341428285
17440,5945.0,6098.444425601803
17441,6339.0,5992.701783900399
17442,6080.0,6229.709811411664
17443,6026.0,6090.891822459453
17444,6096.0,6052.827754814029
17445,6242.0,6093.213808196444
17446,6208.0,6186.054807403064
17447,6182.0,6184.633365732395
17448,6184.0,6180.402627935441
17449,6158.0,6187.632384405772
17450,5778.0,6165.9546307882465
17451,6427.0,5879.25235240849
17452,6477.0,6257.948964964672
17453,6317.0,6358.367788085168
17454,6413.0,6308.839561522726
17455,6535.0,6405.463743563095
17456,6544.0,6500.234046401636
17457,6443.0,6522.434716906826
17458,6745.0,6461.342723767626
17459,2689.0,6661.309025136605
